Supplier_ID,Business_Name,Owner_Name,Country,City,Address,Phone,Email,Website,Category,Main_Products,Business_Type,Year_Established,Employees,Annual_Export_Volume_USD,Min_Order_Quantity,Export_Markets,Certifications,Rating,Payment_Terms,Lead_Time_Days
SUP001910,Life Sciences Enterprises Co. Ltd,ryujuweon,South Korea,Incheon,"447 Industrial Area, Incheon, South Korea",+82-22377-99450,ryujuweon923@yahoo.com,www.lifesciencesenterpri.kr,Pharmaceuticals & Healthcare,"Syringes, First Aid Kits, Ayurvedic Products",Trading Company,1983,4585,747928,94 kg,"North Africa, Southeast Asia",Organic Certified,4.4,Cash Against Documents (CAD),77
SUP001911,Prime Construction Corporation,Qi Li,Taiwan,Kaohsiung,"797 Business Park, Kaohsiung, Taiwan",+886-2680-81463,qi@gmail.com,www.primeconstructioncor.com,Construction Materials,"Marble Slabs, Bricks, Sanitaryware, Cement, Granite Stones",Sole Proprietor Exporter,2002,1190,98157942,218 kg,"South Asia, Western Europe, East Asia, South America","RoHS Compliant, FSSAI, ISO 9001",3.9,"30% Advance, 70% on Delivery",20
SUP001912,Rembisz Leathercraft Sp. z o.o.,pan Cyprian Waszczyk,Poland,Krakow,"821 Free Zone, Krakow, Poland",+48-5520-13320,sales@rembiszleathercrafts.com,www.rembiszleathercrafts.com,Leather Goods,"Belts, Leather Gloves, Leather Upholstery, Leather Shoes",Manufacturer,2019,41,74503252,4066 units,"Eastern Europe, Western Europe, South America, Sub-Saharan Africa","FSSAI, RoHS Compliant, HACCP",4.2,100% Advance,17
SUP001913,Pioneer Petrochem Ltd.,Rebecca Brady,Canada,Montreal,"863 Trade Center, Montreal, Canada",+1-29327-67330,sales@pioneerpetrochemltd.ca,www.pioneerpetrochemltd.com,Chemicals & Petrochemicals,"Fertilizers, Plastic Resins, Textile Dyes",Wholesaler,1993,39,79249333,1057 units,"North Africa, Oceania, South Asia","Halal Certified, RoHS Compliant",3.9,Net 60 Days,27
SUP001914,Premium Gems Exports,Andrew Griffith,Pakistan,Sialkot,"567 Business Park, Sialkot, Pakistan",+92-15567-19201,export@premiumgemsexports.com,www.premiumgemsexports.com,Jewelry & Gemstones,"Pearl Necklaces, Precious Stones, Anklets",Manufacturer,2003,140,96802,4007 sets,"Eastern Europe, South America, South Asia",GMP Certified,4.1,"30% Advance, 70% on Delivery",45
SUP001915,Crown Auto Components Pte Ltd,Amy Freeman,Singapore,Singapore,"872 Market Road, Singapore, Singapore",+65-4858-0482,amy.freeman@yahoo.com,www.crownautocomponentsp.sg,Automotive Parts,"Suspension Parts, Brake Pads, Alloy Wheels, Headlights, Engine Components",Trading Company,2017,17,218673,198 units,"North America, North Africa","HACCP, CE Certified, Halal Certified",4.1,100% Advance,84
SUP001916,Jewelry House Overseas Corporation,joyeonghyi,South Korea,Busan,"394 Trade Center, Busan, South Korea",+82-25670-55343,export@jewelryhouseoverseas.kr,www.jewelryhouseoverseas.kr,Jewelry & Gemstones,"Gold Jewelry, Precious Stones, Fashion Jewelry",Distributor,2005,448,61187,2416 kg,"CIS Countries, Eastern Europe, Oceania","RoHS Compliant, ISO 9001, GMP Certified",4.2,Letter of Credit (L/C),66
SUP001917,Busan Heritage Crafts Co. Ltd,gangminji,South Korea,Seoul,"470 Main Road, Seoul, South Korea",+82-85648-80012,info@busanheritagecraftsc.kr,www.busanheritagecraftsc.kr,Handicrafts & Home Decor,"Stone Carvings, Bamboo Crafts, Wooden Furniture, Handwoven Carpets",Trading Company,1986,4102,7977287,4 sets,"Oceania, Southeast Asia","HACCP, GMP Certified",4.4,Net 60 Days,49
SUP001918,gim Stone Works Corporation,hwangmijeong,South Korea,Seoul,"686 Industrial Area, Seoul, South Korea",+82-52822-75349,hwangmijeong@hotmail.com,www.gimstoneworkscorpora.kr,Construction Materials,"Marble Slabs, Bricks, Ceramic Tiles",Distributor,1994,1889,47267,1840 pieces,"Eastern Europe, CIS Countries, Southeast Asia","GMP Certified, ISO 9001, ISO 14001",4.4,Net 60 Days,55
SUP001919,Pioneer Building Materials S.R.L.,Dr(a). Milagros Gimenez,Argentina,Buenos Aires,"303 Market Road, Buenos Aires, Argentina",+54-77842-65979,sales@pioneerbuildingmater.com,www.pioneerbuildingmater.com.ar,Construction Materials,"Bricks, Marble Slabs, Ceramic Tiles, Sanitaryware",Trading Company,1977,9,29780,4580 units,"South America, Southeast Asia, South Asia",Organic Certified,4.1,Open Account,23
SUP001920,Universal Agro S.A.,Xavier Rossi-Launay,Morocco,Casablanca,"446 Free Zone, Casablanca, Morocco",+212-9178-70017,xavier@outlook.com,www.universalagrosa.ma,Agriculture & Food Products,"Edible Oils, Basmati Rice, Frozen Vegetables, Coffee Beans, Dried Fruits",Manufacturer,2014,129,180462,230 pieces,"Eastern Europe, Oceania, East Asia","Halal Certified, CE Certified",3.7,100% Advance,14
SUP001921,Osaka Paper Products Co. Ltd,Tian Zhong Zhen Ling,Japan,Tokyo,"712 Industrial Area, Tokyo, Japan",+81-44697-95593,tian406@yahoo.com,www.osakapaperproductsco.jp,Paper & Packaging,"Notebooks, Corrugated Boxes, Paper Bags",Manufacturer & Exporter,1995,15,6274767,2421 kg,"Eastern Europe, Southeast Asia, South America",SEDEX,4.0,Net 30 Days,43
SUP001922,Guayaquil Decor S.A.,Maximo Galvez Riera,Ecuador,Quito,"619 Industrial Area, Quito, Ecuador",+593-2427-43418,maximo@yahoo.com,www.guayaquildecorsa.ec,Handicrafts & Home Decor,"Wooden Furniture, Bamboo Crafts, Brass Statues, Stone Carvings, Wicker Baskets",Manufacturer & Exporter,2021,724,90474283,4175 pieces,"Southeast Asia, Middle East, North Africa, Western Europe","Fair Trade Certified, GMP Certified, ISO 14001",3.2,Cash Against Documents (CAD),80
SUP001923,Petrochem Enterprises Co. Ltd,Yang Jian,Taiwan,Taichung,"383 Trade Center, Taichung, Taiwan",+886-6190-80634,contact@petrochementerprises.tw,www.petrochementerprises.com,Chemicals & Petrochemicals,"Adhesives, Lubricants, Plastic Resins",Distributor,2003,2404,86158762,4110 pieces,"Eastern Europe, North America, Sub-Saharan Africa",OEKO-TEX,4.9,"30% Advance, 70% on Delivery",75
SUP001924,Healthcare Worldwide Trading Co,Adam Hayes,Qatar,Doha,"660 Trade Center, Doha, Qatar",+974-2807-0771,enquiry@healthcareworldwidet.qa,www.healthcareworldwidet.qa,Pharmaceuticals & Healthcare,"Generic Medicines, Syringes, Surgical Masks",Sole Proprietor Exporter,2019,87,3401452,4837 units,"Oceania, East Asia","RoHS Compliant, GMP Certified, SEDEX",3.8,Net 60 Days,29
SUP001925,Beverages Overseas Ltd,Elissaios Mpousios,Greece,Thessaloniki,"808 Industrial Area, Thessaloniki, Greece",+30-13805-20635,export@beveragesoverseasltd.com,www.beveragesoverseasltd.gr,Beverages,"Energy Drinks, Fruit Juices, Herbal Teas, Bottled Water, Wine",Manufacturer & Exporter,1977,187,31684,3746 kg,"South America, North America",OEKO-TEX,4.7,Open Account,21
SUP001926,Doha Construction Trading Co,Joseph Perez,Qatar,Doha,"847 Market Road, Doha, Qatar",+974-0485-9593,contact@dohaconstructiontrad.qa,www.dohaconstructiontrad.qa,Construction Materials,"Steel Bars, Cement, Granite Stones, Roofing Sheets",Distributor,1981,4791,80943256,4066 kg,"South Asia, North Africa, South America, Southeast Asia","WRAP Certified, RoHS Compliant, ISO 22000",3.5,"30% Advance, 70% on Delivery",15
SUP001927,Thorsen Stone Works A/S,Casper Johnsen,Denmark,Aarhus,"947 Market Road, Aarhus, Denmark",+45-6309-0157,export@thorsenstoneworksas.dk,www.thorsenstoneworksas.dk,Construction Materials,"Sanitaryware, Bricks, Granite Stones, Ceramic Tiles, Marble Slabs",Manufacturer,2012,101,48917629,4016 tons,"South America, South Asia, CIS Countries, North America",WRAP Certified,3.8,Net 60 Days,23
SUP001928,Drinks Co Worldwide Group,Susan Anderson,Malaysia,Johor Bahru,"275 Business Park, Johor Bahru, Malaysia",+60-1020-90167,sales@drinkscoworldwidegro.com,www.drinkscoworldwidegro.my,Beverages,"Soft Drinks, Fruit Juices, Coffee Concentrates",Manufacturer,2014,403,87188,3530 boxes,"South America, Southeast Asia",FSSAI,3.7,Net 30 Days,71
SUP001929,Woodworks Worldwide Pvt Ltd,Sharon Diaz,Sri Lanka,Kandy,"807 Main Road, Kandy, Sri Lanka",+94-6977-91099,sharon983@outlook.com,www.woodworksworldwidepv.com,Furniture,"Office Furniture, Outdoor Furniture, Recliners, Sofas",Manufacturer,2010,150,67659,2178 kg,"North America, Western Europe, North Africa",OEKO-TEX,3.7,Letter of Credit (L/C),50
SUP001930,Marseille Pharma S.A.,Anais Pascal,France,Toulouse,"188 Commercial Street, Toulouse, France",+33-5912-53685,export@marseillepharmasa.com,www.marseillepharmasa.com,Pharmaceuticals & Healthcare,"Medical Devices, Ayurvedic Products, First Aid Kits, Nutritional Supplements, Generic Medicines",Trading Company,1987,474,17803783,3917 units,"South Asia, CIS Countries","CE Certified, FSSAI",4.1,Net 30 Days,81
SUP001931,Gonzales Chemicals Group,Julie Bennett,South Africa,Johannesburg,"54 Main Road, Johannesburg, South Africa",+27-8606-55128,enquiry@gonzaleschemicalsgro.za,www.gonzaleschemicalsgro.za,Chemicals & Petrochemicals,"Industrial Chemicals, Solvents, Lubricants, Fertilizers",Distributor,1999,30,699651,2501 pieces,"South America, Oceania, Middle East, North Africa","FSSAI, OEKO-TEX, CE Certified",3.4,"30% Advance, 70% on Delivery",56
SUP001932,Wadhwa SportsGear Pvt Ltd,Oscar Mangat,India,Ahmedabad,"848 Commercial Street, Ahmedabad, India",+91-66117-49538,oscar.mangat@hotmail.com,www.wadhwasportsgearpvtl.com,Sports Goods,"Yoga Mats, Boxing Gloves, Sportswear, Footballs",Manufacturer & Exporter,1993,109,60331508,146 boxes,"Middle East, North America, Sub-Saharan Africa, Eastern Europe","OEKO-TEX, SEDEX, CE Certified",3.0,Open Account,84
SUP001933,Hemma van Allemanie Construction N.V.,Selena Mathurin-Buijs,Belgium,Antwerp,"805 Trade Center, Antwerp, Belgium",+32-3733-50206,sales@hemmavanallemaniecon.com,www.hemmavanallemaniecon.com,Construction Materials,"Cement, Granite Stones, Roofing Sheets, Ceramic Tiles",Sole Proprietor Exporter,2010,741,75578834,3846 units,"North America, Western Europe, North Africa, CIS Countries","Halal Certified, OEKO-TEX",3.6,Net 30 Days,75
SUP001934,Addis Ababa Healthcare Trading,Michael Burgess,Ethiopia,Addis Ababa,"419 Industrial Area, Addis Ababa, Ethiopia",+251-2596-81664,michael@yahoo.com,www.addisababahealthcare.com,Pharmaceuticals & Healthcare,"Medical Devices, Nutritional Supplements, Syringes, First Aid Kits, Ayurvedic Products",Manufacturer,2012,60,85079344,4170 pieces,"North America, Oceania, Western Europe, Middle East","ISO 14001, ISO 22000, FSSAI",4.8,Letter of Credit (L/C),87
SUP001935,Penang Athletics Trading,Ashley Fletcher,Malaysia,Johor Bahru,"822 Export Zone, Johor Bahru, Malaysia",+60-3214-75252,ashley@outlook.com,www.penangathleticstradi.com,Sports Goods,"Yoga Mats, Boxing Gloves, Sportswear, Cricket Bats",Distributor,1987,16,16469330,2731 tons,"South America, Western Europe","GMP Certified, Halal Certified, BRC Certified",4.5,100% Advance,39
SUP001936,Fisheries Overseas S.A.,Tadeo de Pastor,Ecuador,Guayaquil,"790 Free Zone, Guayaquil, Ecuador",+593-6790-16861,contact@fisheriesoverseassa.com,www.fisheriesoverseassa.com,Seafood & Marine Products,"Fish Meal, Squid, Dried Fish, Lobster, Frozen Shrimp",Trading Company,1983,4128,27342365,3252 kg,"CIS Countries, Eastern Europe, Western Europe","Halal Certified, OEKO-TEX",3.4,100% Advance,55
SUP001937,Macedo Kids World S.A.,Aylla Vargas,Brazil,Sao Paulo,"991 Trade Center, Sao Paulo, Brazil",+55-51687-700184,export@macedokidsworldsa.com.br,www.macedokidsworldsa.com,Toys & Games,"Board Games, Building Blocks, Soft Toys, Action Figures, Puzzle Sets",Wholesaler,2019,2653,56408825,2332 units,"Western Europe, South Asia, Oceania",RoHS Compliant,3.6,Open Account,32
SUP001938,Royal Leathercraft AG,Dr. Jane Gross,Switzerland,Zurich,"178 Industrial Area, Zurich, Switzerland",+41-6818-36912,contact@royalleathercraftag.com,www.royalleathercraftag.com,Leather Goods,"Wallets, Leather Shoes, Leather Upholstery, Leather Bags, Belts",Sole Proprietor Exporter,1990,3225,362444,2445 pieces,"North America, East Asia",WRAP Certified,3.3,100% Advance,48
SUP001939,Hanoi Chemicals Co. Ltd,Quy ong Khoa Bui,Vietnam,Ho Chi Minh City,"963 Business Park, Ho Chi Minh City, Vietnam",+84-6548-85101,info@hanoichemicalscoltd.vn,www.hanoichemicalscoltd.com,Chemicals & Petrochemicals,"Textile Dyes, Pesticides, Plastic Resins, Solvents, Adhesives",Sole Proprietor Exporter,1987,22,287997,1409 tons,"Oceania, Western Europe, Middle East, South America","FSSAI, ISO 22000",3.6,Net 30 Days,38
SUP001940,Palacio MachineTech S.A.C.,Julia Rosario Suarez Calvo,Peru,Arequipa,"880 Commercial Street, Arequipa, Peru",+51-2974-22441,julia997@yahoo.com,www.palaciomachinetechsa.pe,Machinery & Industrial Equipment,"Hydraulic Presses, Welding Equipment, Generators, Conveyor Belts, Packaging Machines",Sole Proprietor Exporter,2022,694,48776,1161 tons,"Western Europe, Eastern Europe","Organic Certified, GMP Certified, RoHS Compliant",3.5,Cash Against Documents (CAD),75
SUP001941,Davao City Foods Trading Co,Kayla Scott,Philippines,Cebu City,"70 Commercial Street, Cebu City, Philippines",+63-74550-14823,kayla783@outlook.com,www.davaocityfoodstradin.ph,Agriculture & Food Products,"Wheat Flour, Cashew Nuts, Dried Fruits, Honey",Manufacturer & Exporter,1996,162,67633653,4553 pieces,"North America, South Asia, Oceania, CIS Countries",Halal Certified,5.0,Open Account,59
SUP001942,Beauty Co Enterprises Industries,Russell Bruce,Pakistan,Multan,"20 Trade Center, Multan, Pakistan",+92-43167-04049,export@beautycoenterprisesi.com,www.beautycoenterprisesi.pk,Cosmetics & Personal Care,"Cosmetic Kits, Skincare Products, Perfumes",Sole Proprietor Exporter,2002,4188,45418615,1314 tons,"North Africa, Eastern Europe","BRC Certified, Halal Certified, ISO 9001",4.1,Telegraphic Transfer (T/T),57
SUP001943,Sunrise Paper Mills S.p.A.,Gustavo Iadanza-Ruggeri,Italy,Milan,"681 Trade Center, Milan, Italy",+39-83131-29785,gustavo@hotmail.com,www.sunrisepapermillsspa.com,Paper & Packaging,"Notebooks, Tissue Paper, Printing Paper, Cardboard Sheets",Wholesaler,2017,3250,2911054,2644 kg,"South Asia, CIS Countries","Fair Trade Certified, RoHS Compliant",3.5,100% Advance,46
SUP001944,Carneiro Heritage Crafts Lda.,Dinis Amaral,Portugal,Porto,"153 Market Road, Porto, Portugal",+351-3605-11035,dinis.amaral@outlook.com,www.carneiroheritagecraf.com,Handicrafts & Home Decor,"Bamboo Crafts, Brass Statues, Wall Hangings",Wholesaler,2014,25,26859,4311 units,"Southeast Asia, Sub-Saharan Africa, East Asia, South Asia","RoHS Compliant, SEDEX",4.6,100% Advance,78
SUP001945,AutoTech Overseas Ltd,Ashley Gray,Tanzania,Dar es Salaam,"98 Trade Center, Dar es Salaam, Tanzania",+255-8730-19244,ashley572@outlook.com,www.autotechoverseasltd.tz,Automotive Parts,"Car Batteries, Headlights, Tires, Brake Pads",Wholesaler,1986,14,6468909,766 kg,"North America, Eastern Europe","ISO 9001, RoHS Compliant, GMP Certified",4.8,Letter of Credit (L/C),70
SUP001946,Pharma International Group,Phillip Abbott,South Africa,Durban,"825 Export Zone, Durban, South Africa",+27-1839-49752,phillip103@outlook.com,www.pharmainternationalg.com,Pharmaceuticals & Healthcare,"Nutritional Supplements, First Aid Kits, Surgical Masks, Generic Medicines, Syringes",Manufacturer,1992,123,85252,3474 kg,"Eastern Europe, Southeast Asia","OEKO-TEX, GMP Certified",3.6,Net 30 Days,86
SUP001947,Lima Furnishings S.A.C.,Amalia de Melendez,Peru,Lima,"661 Commercial Street, Lima, Peru",+51-0633-14767,enquiry@limafurnishingssac.pe,www.limafurnishingssac.pe,Furniture,"Outdoor Furniture, Modular Kitchens, Bed Frames",Manufacturer & Exporter,1999,520,93506659,3815 kg,"East Asia, North America","ISO 14001, ISO 9001",3.8,"30% Advance, 70% on Delivery",78
SUP001948,Crown Machinery A/S,Fru Britt Simonsen,Denmark,Copenhagen,"982 Business Park, Copenhagen, Denmark",+45-6326-2376,fru@hotmail.com,www.crownmachineryas.com,Machinery & Industrial Equipment,"Packaging Machines, Hydraulic Presses, CNC Machines",Distributor,1988,103,41976,3971 tons,"Sub-Saharan Africa, North Africa, Middle East, Eastern Europe","FSSAI, RoHS Compliant, ISO 14001",3.8,100% Advance,77
SUP001949,Paul Industrial Equipment S.A.,Benjamin Le Tessier,Tunisia,Tunis,"246 Commercial Street, Tunis, Tunisia",+216-8876-1005,benjamin854@outlook.com,www.paulindustrialequipm.com,Machinery & Industrial Equipment,"Welding Equipment, Hydraulic Presses, CNC Machines, Packaging Machines",Distributor,1977,31,8742723,4198 units,"Middle East, Western Europe, CIS Countries","CE Certified, ISO 22000, Fair Trade Certified",3.3,100% Advance,71
SUP001950,Hong Kong Foods Trading Ltd,Huang Peng,Hong Kong,Hong Kong,"536 Industrial Area, Hong Kong, Hong Kong",+852-4393-9881,huang.peng@hotmail.com,www.hongkongfoodstrading.com,Agriculture & Food Products,"Sugar, Pulses & Lentils, Coffee Beans, Dried Fruits, Cashew Nuts",Manufacturer,1994,157,26721,3826 sets,"Southeast Asia, Sub-Saharan Africa, North America","ISO 14001, HACCP, Halal Certified",4.0,Letter of Credit (L/C),74
SUP001951,Universal Kids World Co. Ltd,Liu Gui Lan,Hong Kong,Hong Kong,"729 Trade Center, Hong Kong, Hong Kong",+852-8378-4986,export@universalkidsworldco.com,www.universalkidsworldco.hk,Toys & Games,"Soft Toys, Remote Control Cars, Building Blocks, Action Figures",Manufacturer,2008,37,75991824,4178 boxes,"Middle East, North Africa",ISO 9001,3.5,Cash Against Documents (CAD),88
SUP001952,Stevens Bottling Works Exports,Hannah Stephens,Pakistan,Karachi,"543 Market Road, Karachi, Pakistan",+92-90597-30777,hannah@gmail.com,www.stevensbottlingworks.pk,Beverages,"Herbal Teas, Energy Drinks, Bottled Water, Wine, Fruit Juices",Manufacturer & Exporter,2003,26,88533361,1280 units,"Sub-Saharan Africa, North Africa",RoHS Compliant,4.8,Net 30 Days,78
SUP001953,Birmingham Interiors PLC,Ms Rita Fletcher,United Kingdom,London,"997 Industrial Area, London, United Kingdom",+44-64533-84524,enquiry@birminghaminteriorsp.com,www.birminghaminteriorsp.com,Furniture,"Dining Tables, Outdoor Furniture, Modular Kitchens",Manufacturer & Exporter,1981,2365,4023757,1685 pieces,"Middle East, Western Europe, East Asia, Oceania","WRAP Certified, Halal Certified, FSSAI",4.6,Net 30 Days,18
SUP001954,Cooper PowerTech LLC,Valerie Hines,Egypt,Cairo,"635 Industrial Area, Cairo, Egypt",+20-61435-63108,info@cooperpowertechllc.eg,www.cooperpowertechllc.eg,Electronics & Electrical,"Home Appliances, Surveillance Cameras, LED Lights, Power Cables",Manufacturer & Exporter,1975,987,86922,2433 units,"Middle East, Sub-Saharan Africa, South Asia","ISO 9001, Organic Certified",3.8,Cash Against Documents (CAD),47
SUP001955,Garcia Infra Materials LLC,Robert Christensen,Egypt,Alexandria,"80 Free Zone, Alexandria, Egypt",+20-34477-98733,enquiry@garciainframaterials.com,www.garciainframaterials.com,Construction Materials,"Sanitaryware, Cement, Steel Bars, Bricks",Manufacturer & Exporter,2003,263,17032106,2218 sets,"South Asia, Southeast Asia, North Africa, CIS Countries","Fair Trade Certified, Halal Certified",4.0,"30% Advance, 70% on Delivery",32
SUP001956,Royal ChemWorks K.K.,Song Tian kumiZi,Japan,Osaka,"452 Trade Center, Osaka, Japan",+81-70974-14174,song@gmail.com,www.royalchemworkskk.com,Chemicals & Petrochemicals,"Fertilizers, Solvents, Textile Dyes, Plastic Resins, Adhesives",Manufacturer & Exporter,2013,273,89955190,2620 units,"South Asia, Oceania","ISO 9001, FSSAI",3.8,Net 60 Days,62
SUP001957,MetalWorks Overseas Group,Simon Watkins,Ireland,Cork,"318 Business Park, Cork, Ireland",+353-0848-13951,simon@hotmail.com,www.metalworksoverseasgr.com,Metals & Minerals,"Brass Fittings, Stainless Steel Pipes, Aluminum Ingots",Wholesaler,2002,432,284038,1475 kg,"East Asia, South Asia, Middle East, Southeast Asia","WRAP Certified, RoHS Compliant",3.2,Cash Against Documents (CAD),16
SUP001958,Konecna Life Sciences s.r.o.,Renata Janeckova,Czech Republic,Prague,"770 Commercial Street, Prague, Czech Republic",+420-1895-08164,renata485@outlook.com,www.konecnalifesciencess.com,Pharmaceuticals & Healthcare,"Ayurvedic Products, First Aid Kits, Nutritional Supplements",Distributor,2015,1417,6945442,1180 sets,"South America, Western Europe, North Africa","RoHS Compliant, Halal Certified, Organic Certified",3.9,Net 60 Days,62
SUP001959,Chemicals Enterprises Trading Co,Liang Hong Mei,China,Dongguan,"692 Main Road, Dongguan, China",+86-06089-819209,liang.mei@hotmail.com,www.chemicalsenterprises.cn,Chemicals & Petrochemicals,"Pesticides, Plastic Resins, Adhesives",Manufacturer & Exporter,1995,374,85903,1127 pieces,"South America, North Africa, South Asia, Southeast Asia","Fair Trade Certified, ISO 22000, BRC Certified",3.1,Net 60 Days,37
SUP001960,Life Sciences Worldwide S.A.,Georges-William Gauthier,Tunisia,Tunis,"602 Export Zone, Tunis, Tunisia",+216-4542-2897,contact@lifesciencesworldwid.com,www.lifesciencesworldwid.com,Pharmaceuticals & Healthcare,"Surgical Masks, Medical Devices, Syringes, Ayurvedic Products",Trading Company,2012,4689,92358143,358 boxes,"North America, South Asia, Middle East, South America",BRC Certified,3.4,Letter of Credit (L/C),13
SUP001961,Royal Athletics S.A. de C.V.,Karla Bahena Flores,Mexico,Monterrey,"69 Industrial Area, Monterrey, Mexico",+52-62175-62692,sales@royalathleticssadecv.com,www.royalathleticssadecv.com,Sports Goods,"Gym Equipment, Sportswear, Boxing Gloves, Footballs",Trading Company,1979,3984,977916,3589 boxes,"Oceania, CIS Countries, Sub-Saharan Africa, Southeast Asia","ISO 9001, HACCP, GMP Certified",4.7,100% Advance,5
SUP001962,Koskinen Furnishings Group,Pauliina Anttila-Kujala,Finland,Tampere,"951 Business Park, Tampere, Finland",+358-9903-25361,enquiry@koskinenfurnishingsg.fi,www.koskinenfurnishingsg.com,Furniture,"Outdoor Furniture, Recliners, Modular Kitchens, Bed Frames, Office Furniture",Manufacturer & Exporter,1979,179,9665286,505 kg,"Middle East, East Asia","FSSAI, CE Certified",4.7,Telegraphic Transfer (T/T),58
SUP001963,Star Grains Nig. Ltd,Jeffrey Cabrera,Nigeria,Abuja,"709 Export Zone, Abuja, Nigeria",+234-52717-76746,jeffrey@gmail.com,www.stargrainsnigltd.com,Agriculture & Food Products,"Sugar, Frozen Vegetables, Coffee Beans, Pulses & Lentils, Dried Fruits",Manufacturer & Exporter,2001,263,9250606,2851 units,"Southeast Asia, North America, CIS Countries","GMP Certified, CE Certified",3.1,Open Account,84
SUP001964,Jewelry House Enterprises SARL,Victor Da Costa de la Legros,Tunisia,Tunis,"764 Export Zone, Tunis, Tunisia",+216-9281-0871,enquiry@jewelryhouseenterpri.tn,www.jewelryhouseenterpri.tn,Jewelry & Gemstones,"Silver Ornaments, Diamond Rings, Fashion Jewelry, Pearl Necklaces",Manufacturer,1997,3242,33010500,1871 kg,"East Asia, Sub-Saharan Africa","BRC Certified, Organic Certified, SEDEX",3.9,"30% Advance, 70% on Delivery",40
SUP001965,Prime Handicrafts LLC,Nicholas Brown,Saudi Arabia,Dammam,"812 Market Road, Dammam, Saudi Arabia",+966-8417-08701,contact@primehandicraftsllc.sa,www.primehandicraftsllc.com,Handicrafts & Home Decor,"Wall Hangings, Candle Holders, Handwoven Carpets, Bamboo Crafts",Manufacturer & Exporter,2010,604,444806,3108 sets,"North America, South America, Southeast Asia",HACCP,3.9,Telegraphic Transfer (T/T),37
SUP001966,Manila Machinery Corp,Jeffrey Johnson,Philippines,Cebu City,"776 Industrial Area, Cebu City, Philippines",+63-40095-63944,jeffrey@outlook.com,www.manilamachinerycorp.com,Machinery & Industrial Equipment,"Conveyor Belts, Air Compressors, Welding Equipment, CNC Machines",Distributor,2017,38,2588645,4666 tons,"Middle East, Oceania, Eastern Europe","OEKO-TEX, WRAP Certified, ISO 14001",4.8,"30% Advance, 70% on Delivery",89
SUP001967,SportsGear International S.L.,Chus del Buendia,Spain,Valencia,"709 Business Park, Valencia, Spain",+34-7514-21454,enquiry@sportsgearinternatio.es,www.sportsgearinternatio.com,Sports Goods,"Badminton Rackets, Sportswear, Boxing Gloves, Gym Equipment, Cricket Bats",Distributor,2018,1160,61038502,4710 kg,"East Asia, Eastern Europe",Fair Trade Certified,3.3,"30% Advance, 70% on Delivery",62
SUP001968,Cotton Mills Worldwide Ltd,Scott West,Bangladesh,Dhaka,"403 Industrial Area, Dhaka, Bangladesh",+880-20962-86860,scott4@hotmail.com,www.cottonmillsworldwide.bd,Textiles & Apparel,"Formal Suits, Embroidered Fabrics, Silk Sarees, Denim Jeans",Distributor,1978,32,94113600,1438 units,"Oceania, North America, Southeast Asia, South America","GMP Certified, CE Certified, Halal Certified",3.6,Open Account,70
SUP001969,Kandy Machinery Pvt Ltd,Amanda Allen,Sri Lanka,Galle,"690 Business Park, Galle, Sri Lanka",+94-3944-80487,contact@kandymachinerypvtltd.lk,www.kandymachinerypvtltd.com,Machinery & Industrial Equipment,"Air Compressors, Packaging Machines, Hydraulic Presses, Industrial Pumps, Welding Equipment",Distributor,2014,137,7750217,1604 units,"North Africa, Oceania, Sub-Saharan Africa","ISO 9001, Fair Trade Certified, OEKO-TEX",3.7,100% Advance,75
SUP001970,Royal PolyPack & Co. KG,Elma Killer-Weinhage,Germany,Berlin,"967 Free Zone, Berlin, Germany",+49-64100-12834,sales@royalpolypackcokg.com,www.royalpolypackcokg.de,Plastics & Packaging,"Foam Packaging, Packaging Films, Bubble Wrap, Plastic Containers",Distributor,2015,67,83569,2775 pieces,"South Asia, Oceania, Western Europe","SEDEX, Fair Trade Certified, BRC Certified",4.0,Cash Against Documents (CAD),13
SUP001971,Bryan PolyPack Trading,Nicolas Murphy,Ethiopia,Addis Ababa,"902 Industrial Area, Addis Ababa, Ethiopia",+251-3238-48195,nicolas@gmail.com,www.bryanpolypacktrading.com,Plastics & Packaging,"Plastic Crates, PET Bottles, Bubble Wrap",Sole Proprietor Exporter,2016,149,380757,1434 units,"South Asia, Sub-Saharan Africa, Southeast Asia","Fair Trade Certified, BRC Certified, Organic Certified",4.8,Net 30 Days,59
SUP001972,Elite Ocean Foods Group,Dr Alan Clarke,Ireland,Cork,"975 Market Road, Cork, Ireland",+353-8993-70387,info@eliteoceanfoodsgroup.ie,www.eliteoceanfoodsgroup.com,Seafood & Marine Products,"Dried Fish, Lobster, Crab Meat",Wholesaler,1985,43,8543963,3833 tons,"South Asia, CIS Countries",HACCP,4.2,Net 30 Days,23
SUP001973,Tkachenko Stone Works PJSC,Priska Verkhola,Ukraine,Kyiv,"582 Industrial Area, Kyiv, Ukraine",+380-2535-23484,info@tkachenkostoneworksp.com,www.tkachenkostoneworksp.ua,Construction Materials,"Ceramic Tiles, Granite Stones, Cement, Steel Bars, Bricks",Manufacturer & Exporter,2012,173,7008462,2990 sets,"Western Europe, Southeast Asia, North America, Eastern Europe","WRAP Certified, Halal Certified, ISO 9001",4.6,Cash Against Documents (CAD),22
